Nummer,name_sanitized,long,lat,Name,Kürzel
5574,"Aicha v.W., Abzw Haselbach",13.299835,48.677788,"Aicha v.W., Abzw Haselbach",PAAH
4183,"Aicha v.W., Gemeinde",13.289344,48.672397,"Aicha v.W., Gemeinde",PAAG
4550,"Aicha v.W., Marktplatz",13.2915795,48.671846,"Aicha v.W., Marktplatz",PAAM
5996,"Aicha v.W., Schloßbreite",13.296734,48.6730205,"Aicha v.W., Schloßbreite",PAIS
4594,"Aicha v.W., Vilshofener Str.",13.292426,48.6713905,"Aicha v.W., Vilshofener Str.",PAVS
5275,Arbing bei Aicha v. W.,13.3036215,48.677122,Arbing bei Aicha v. W.,PAAR
4528,"Fickenhof, Abzw",13.2691295,48.685454500000006,"Fickenhof, Abzw",4528
4527,Klingermühle,13.2785335,48.6793575,Klingermühle,4527
906,Niederham bei Aicha v. W.,13.300747,48.6660805,Niederham bei Aicha v. W.,906
8083,Silling,13.2767855,48.6681205,Silling,8083
4536,"Silling, Abzw",13.274052,48.67132,"Silling, Abzw",4536
4180,Weferting,13.326921,48.67992,Weferting,PAWF
4530,"Wollmering, Abzw",13.2647465,48.692875,"Wollmering, Abzw",4530
4554,"Nammering, Bf",13.3089185,48.6960895,"Nammering, Bf",PDNB
4538,"Nammering, Blumen Koller",13.309987,48.702357,"Nammering, Blumen Koller",4538
4555,"Nammering, Gh. Feichtinger",13.310372,48.7032685,"Nammering, Gh. Feichtinger",PANF
4556,Paradies,13.3182385,48.7069525,Paradies,4556
4576,Renholding bei Nammering,13.3043585,48.687521,Renholding bei Nammering,4576
1594,"Renholding, Gh zur Mauth",13.303694,48.683496,"Renholding, Gh zur Mauth",1594
4614,"Neukirchen v.W., Rathaus",13.382881,48.6867845,"Neukirchen v.W., Rathaus",PNEU
4619,Pilling,13.3709085,48.681797,Pilling,PAPI
4615,Weiding bei Neukirchen v.W.,13.38425,48.694515,Weiding bei Neukirchen v.W.,4615
4945,"Weiding, Abzw Neppersdorf",13.3843815,48.69676200000001,"Weiding, Abzw Neppersdorf",4945
4423,Witzling bei Neukirchen v. W.,13.380197,48.6811485,Witzling bei Neukirchen v. W.,4423
8076,Auretzdorf,13.46947,48.68573,Auretzdorf,8076
4586,"Auretzdorf, Abzw",13.4745085,48.684231,"Auretzdorf, Abzw",PAAU
5571,Büchl,13.41784,48.6932525,Büchl,5571
5573,Haag bei Hutthurm,13.435404,48.6910145,Haag bei Hutthurm,PDHA
4944,"Kalteneck, Abzw Bahnhof",13.453113,48.688781500000005,"Kalteneck, Abzw Bahnhof",PDKB
4954,"Kalteneck, Bahnhof",13.453204,48.688993,"Kalteneck, Bahnhof",PKAB
4943,"Kalteneck, Fuchsmühle",13.455924666666666,48.68656633333333,"Kalteneck, Fuchsmühle",PKAF
4587,Lenzingerberg,13.480271,48.692792,Lenzingerberg,PLEN
16013,Richting,13.4311874,48.683213,Richting,16013
8077,Streifing,13.420677,48.692086,Streifing,8077
5572,Weg bei Hutthurm,13.42776,48.6912985,Weg bei Hutthurm,5572
11441,"Großthannensteig, Abzw.",13.5103125,48.6995895,"Großthannensteig, Abzw.",11441
15030,"Großthannensteig, Abzw. Saderreut",13.509615,48.691046,"Großthannensteig, Abzw. Saderreut",15030
4963,"Großthannensteig, B12",13.5095795,48.691082,"Großthannensteig, B12",PGRO
15031,"Großthannensteig, Wendeplatte",13.506683,48.689748,"Großthannensteig, Wendeplatte",PGWP
4590,Niederpretz,13.5108515,48.716435,Niederpretz,4590
4796,Oberpretz,13.5006555,48.705453,Oberpretz,POPZ
4588,Prag,13.482507,48.7049385,Prag,4588
4797,"Prag B12, Abzw",13.510268,48.6995955,"Prag B12, Abzw",PAPG
5317,"Prag St 2321, Abzw Wimperstadl",13.509315,48.700281,"Prag St 2321, Abzw Wimperstadl",5317
4795,"Prag, Auto Fisch",13.4855435,48.7055535,"Prag, Auto Fisch",PPRA
4986,"Prag, Kaltenecker-Str.",13.4812375,48.705314,"Prag, Kaltenecker-Str.",4986
4589,Tragenreuth,13.4885385,48.7126955,Tragenreuth,4589
15034,"Tragenreuth, Abzw",13.47846,48.711715,"Tragenreuth, Abzw",15034
4886,Vendelsberg,13.522482,48.7075395,Vendelsberg,4886
4885,Wimperstadl,13.5223895,48.7040725,Wimperstadl,4885
4591,Guttenhofen,13.521209,48.7150355,Guttenhofen,4591
4951,"Bärnreuth, Kapelle",13.566872,48.691043,"Bärnreuth, Kapelle",4951
4950,"Bärnreuth, Sägewerk Winkler",13.5715045,48.692761,"Bärnreuth, Sägewerk Winkler",4950
4816,"Denkhof, Auto Schanzer",13.5342285,48.7077005,"Denkhof, Auto Schanzer",PADA
4955,Germannsberg,13.537147999999998,48.701767,Germannsberg,4955
11440,"Germannsberg, Waldk. Str.",13.536565,48.702008000000006,"Germannsberg, Waldk. Str.",11440
16060,Nirsching bei Büchlberg,13.5394568,48.6901893,Nirsching b. Büchlberg,16060
5489,Windpassing bei Germannsberg,13.545478,48.6956615,Windpassing bei Germannsberg,PWIN
4953,Wotzing,13.5506495,48.6901495,Wotzing,4953
4952,"Wotzing, Abzw",13.5592255,48.687434,"Wotzing, Abzw",4952
6013,Haselberg,13.707826,48.682153,Haselberg,6013
6302,Hirschenberg,13.77058,48.669557,Hirschenberg,6302
9776,"Hirschenberg, Abzw",13.7414375,48.6842745,"Hirschenberg, Abzw",9776
9774,Niederneureuth,13.704854,48.677394,Niederneureuth,9774
5657,Sonnen,13.723808,48.684884333333336,Sonnen,PSON
9775,"Sonnen, Birkenweg",13.7285725,48.6859505,"Sonnen, Birkenweg",9775
16357,"Sonnen, Niederneureuth 3 A",13.6990598,48.6720832,"Sonnen, Niederneureuth 3 A",PSND
9779,Gegenbach,13.7674545,48.6899495,Gegenbach,9779
6300,Jägerbild,13.7548815,48.685128,Jägerbild,6300
9992,"Jägerbild, Abzw",13.756314,48.6856055,"Jägerbild, Abzw",9992
9778,"Jägerbild, Abzw Raumreuth",13.761329,48.689479,"Jägerbild, Abzw Raumreuth",9778
8787,Kramerberg,13.739807,48.693983,Kramerberg,8787
8786,Rastbüchl,13.751336,48.701585,Rastbüchl,8786
9780,Schönberg bei Breitenberg,13.779247000000002,48.6922985,Schönberg bei Breitenberg,9780
6301,"Spiesbrunn, Abzw",13.767675,48.6754645,"Spiesbrunn, Abzw",6301
8785,"Ungarsteig, Abzw",13.775651,48.70547,"Ungarsteig, Abzw",8785
5425,"Breitenberg, Passauer-Str.",13.793847,48.70300400000001,"Breitenberg, Passauer-Str.",PABR
4971,"Breitenberg, Rabenbauer",13.794046,48.703952,"Breitenberg, Rabenbauer",4971
5426,"Breitenberg, Schule",13.792952,48.707108,"Breitenberg, Schule",PABS
5431,"Gollnerberg, Schuhkapelle",13.796094,48.680172,"Gollnerberg, Schuhkapelle",5431
5422,"Gollnerberg, Schule",13.793637,48.6761255,"Gollnerberg, Schule",5422
5421,Hangerleiten,13.790221,48.6748365,Hangerleiten,5421
5430,"Hangerleiten, Kronawitterkapelle",13.7890175,48.6658105,"Hangerleiten, Kronawitterkapelle",5430
5424,Stampferbrücke,13.786288,48.694331000000005,Stampferbrücke,PSTB
5423,Weidinger-Holz,13.7903385,48.6876445,Weidinger-Holz,5423
5561,"Seehof, Abzw Leithen",13.1194525,48.689106,"Seehof, Abzw Leithen",5561
11900,"Albersdorf, Abzw. Hirnschnell",13.192473,48.645931,"Albersdorf, Abzw. Hirnschnell",11900
4542,Dobl bei Vilshofen,13.195172,48.656824,Dobl bei Vilshofen,4542
5564,Gelbersdorf,13.138451,48.6657615,Gelbersdorf,5564
5565,Hilgartsberg,13.148739,48.662055,Hilgartsberg,5565
4565,"Neustift bei Garham, Abzw",13.1831635,48.6693025,"Neustift bei Garham, Abzw",4565
5563,Oberschöllnach,13.128703,48.671609,Oberschöllnach,POBS
5566,"Phillipswart, Abzw",13.1578045,48.656648,"Phillipswart, Abzw",PPPW
4543,"Pirka, Abzw Zaundorf",13.1805525,48.6607465,"Pirka, Abzw Zaundorf",4543
4548,"Pirka, Auto Berger",13.180575,48.6637535,"Pirka, Auto Berger",4548
4086,Desching,13.257983,48.652004,Desching,4086
8081,Haseneck,13.2373175,48.6524505,Haseneck,8081
8080,Punzing,13.226103,48.656672,Punzing,PPUN
16126,"Rathsmannsdorf, Kriegerdenkmal",13.25104175420998,48.6589163,"Rathsmannsdorf, Kriegerdenkmal",16126
4534,"Rathsmannsdorf, Schloß",13.2482712,48.657857,"Rathsmannsdorf, Schloß",PRAP
4085,Stetting,13.267597,48.640058,Stetting,PSTT
4181,Boderding,13.3261045,48.6512075,Boderding,4181
8180,Edt bei Aicha v.W.,13.333445,48.6816195,Edt bei Aicha v.W.,8180
8091,"Ganharting, Abzw",13.3429495,48.6829535,"Ganharting, Abzw",8091
4531,Hatzing,13.312367,48.6323045,Hatzing,4531
4532,Hidring,13.3052915,48.630553500000005,Hidring,4532
8087,"Hidring, Abzw",13.305284,48.6305535,"Hidring, Abzw",8087
2393,Höbersdorf,13.322358,48.62798,Höbersdorf,2393
4526,"Kirchberg, Ebersbergerstr.",13.3198045,48.646513,"Kirchberg, Ebersbergerstr.",PAKE
4525,"Kirchberg, Raiffeisenbank",13.3253785,48.6470035,"Kirchberg, Raiffeisenbank",PAKB
4521,"Kirchberg, Wiederleiten",13.3277625,48.6450995,"Kirchberg, Wiederleiten",PAKW
1266,Klessing bei Ranzing,13.35168,48.663705,Klessing bei Ranzing,1266
8090,Minsing,13.343497,48.680475,Minsing,8090
8092,Neusessing,13.329076,48.689077,Neusessing,8092
4529,Oberndorf bei Kirchberg,13.3246405,48.635834,Oberndorf bei Kirchberg,4529
8088,"Oberndorf bei Kirchberg, Abzw",13.318749,48.636897,"Oberndorf bei Kirchberg, Abzw",8088
2394,Ratzenleithen,13.325166,48.622857,Ratzenleithen,2394
4772,Ritzing bei Tiefenbach,13.3443655,48.665516,Ritzing bei Tiefenbach,4772
4178,"Ritzing, Stadlerhaus",13.337586,48.6681465,"Ritzing, Stadlerhaus",4178
4182,Rötzing,13.3148125,48.6574265,Rötzing,4182
16607,Wiening,13.3542392,48.6811393,Wiening,16607
4177,Geferting,13.3592115,48.650692500000005,Geferting,4177
4494,"Götzing, Abzw",13.3852495,48.623484000000005,"Götzing, Abzw",4494
4176,Haselham,13.359963,48.644893,Haselham,4176
4175,Hirzing,13.365002,48.6366585,Hirzing,4175
4495,Hörmannsberg,13.3693465,48.6283615,Hörmannsberg,4495
4477,Ötzing,13.354715,48.6354855,Ötzing,4477
5523,Petermühl bei Kirchberg,13.3485995,48.639649000000006,Petermühl bei Kirchberg,5523
4179,Preßfurtmühle,13.32539,48.6731585,Preßfurtmühle,4179
4496,Prexlmühle bei Kirchberg,13.357568,48.633028,Prexlmühle bei Kirchberg,4496
4980,Ranzing bei Tiefenbach,13.359271,48.6576995,Ranzing bei Tiefenbach,PRAN
4499,Thalham bei Kirchberg,13.338569,48.6431035,Thalham bei Kirchberg,4499
4174,Wilmerting,13.3691515,48.6417735,Wilmerting,PAWI
4609,During,13.398734,48.658085,During,PDUR
4680,Fischhaus,13.439544,48.6560035,Fischhaus,PAFH
4612,Möging,13.384139,48.6770675,Möging,4612
4610,Sittenberg,13.3870605,48.6635985,Sittenberg,4610
16015,Tauschberg,13.4259713,48.6721363,Tauschberg,16015
4611,Trasham,13.3848685,48.6717715,Trasham,4611
16019,Brennschinken,13.4665166,48.6629094,Brennschinken,16019
8070,Hötzdorf,13.455565,48.661108,Hötzdorf,8070
4883,"Hutthurm, Bayerwaldstraße",13.474553,48.673251,"Hutthurm, Bayerwaldstraße",PDHU
4750,"Hutthurm, Gh Weber",13.483119,48.67422,"Hutthurm, Gh Weber",PHGW
4707,"Hutthurm, Industriestr.",13.485573,48.676437,"Hutthurm, Industriestr.",PHIS
4800,"Hutthurm, Kringell B12",13.4868025,48.677843,"Hutthurm, Kringell B12",4800
15118,"Hutthurm, Kringeller Str.",13.475211,48.6735545,"Hutthurm, Kringeller Str.",PHKI
16503,"Hutthurm, Kringeller Str. 76",13.485620800000005,48.6750876,"Hutthurm, Kringeller Str. 76",16503
16511,"Hutthurm, Lindenhöhe 1",13.468964581719742,48.6695719,"Hutthurm, Lindenhöhe 1",PHLH
4729,"Hutthurm, Marktstraße",13.4734005,48.6728945,"Hutthurm, Marktstraße",PHUM
4749,"Hutthurm, Schule",13.4892857,48.6816852,"Hutthurm, Schule",PHUR
4882,"Hutthurm, Sonnenhang",13.47894,48.670155,"Hutthurm, Sonnenhang",PHSH
16279,"Hutthurm, Sonnenhang 3",13.4814427,48.6703903,"Hutthurm, Sonnenhang 3",PHSO
4709,"Hutthurm, Sportplatz",13.4729285,48.66984,"Hutthurm, Sportplatz",PHUS
8068,Kleeham,13.456765,48.651823,Kleeham,PKLE
16016,Kleinthannensteig,13.4416774,48.6726079,Kleinthannensteig,16016
4801,Kreuzstraße B 12,13.4836745,48.667472,Kreuzstraße B 12,PHKB
4809,Kreuzstraße Tankstelle,13.483619666666668,48.66913866666667,Kreuzstraße Tankstelle,PKTS
4990,"Kringell, Schule",13.489552,48.6819255,"Kringell, Schule",4990
8071,Lenzersdorf,13.46145,48.682011,Lenzersdorf,8071
4592,"Lenzersdorf, Abzw",13.4614075,48.6828645,"Lenzersdorf, Abzw",PLDA
4802,Leoprechting B 12,13.4810255,48.661,Leoprechting B 12,PLEO
7900,"Leoprechting, Ort",13.482931,48.660875,"Leoprechting, Ort",PLEP
4991,Rußöd,13.457605,48.6540455,Rußöd,4991
11903,Zolling,13.453985,48.668461,Zolling,11903
4815,"Büchlberg, BBW",13.5187135,48.667709,"Büchlberg, BBW",PABW
16507,"Büchlberg, Bgm.-Poxleitner-Str. 2",13.5129581,48.6671206,"Büchlberg, Bgm.-Poxleitner-Str. 2",16507
4737,"Büchlberg, Bieretäcker-Str.",13.5089105,48.673924,"Büchlberg, Bieretäcker-Str., Abzw",4737
4736,"Büchlberg, Cafe Beinbauer",13.510832,48.668268,"Büchlberg, Cafe Beinbauer",4736
16501,"Büchlberg, Germannsbergstr. 18",13.5362057,48.7036752,"Büchlberg, Germannsbergstr. 18",PBGS
4738,"Büchlberg, Gh Maier",13.52381,48.6674625,"Büchlberg, Gh Maier",4738
11284,"Büchlberg, Kinderheim",13.5097715,48.6766405,"Büchlberg, Kinderheim",11284
4811,"Büchlberg, Kremsreiter",13.517505,48.668224,"Büchlberg, Kremsreiter",PBKR
16508,"Büchlberg, Manzenberg 11",13.5428401,48.6727918,"Büchlberg, Manzenberg 11",16508
4810,"Büchlberg, Post",13.5095345,48.667804,"Büchlberg, Post",PABP
16428,"Büchlberg, Tennisplatz",13.5133144,48.6648624,"Büchlberg, Tennisplatz",16428
4966,"Draxing, Abzw",13.513469,48.661913,"Draxing, Abzw",4966
4965,Edthof,13.523847,48.687714,Edthof,4965
4958,Freimadlsäge,13.5354415,48.673432,Freimadlsäge,4958
4837,Kammerwetzdorf,13.544349,48.657736,Kammerwetzdorf,4837
4741,Mitterbrünst,13.529725,48.654397,Mitterbrünst,4741
10436,Oberkatzendorf,13.490914,48.6563668,Oberkatzendorf,10436
4683,"Praßreut, Abzw",13.4993003,48.7486614,"Praßreut, Abzw",4683
4959,Praßreuth,13.522821,48.667813,Praßreuth,4959
4813,Saderreut,13.5167025,48.6835825,Saderreut,4813
4739,Schwieging,13.5105885,48.6520555,Schwieging,4739
4740,Schwolgau,13.51993,48.6526915,Schwolgau,PSWO
4814,"Tannöd, Gh Edelfurtner",13.5069515,48.6526505,"Tannöd, Gh Edelfurtner",PATD
16062,"Tannöd, Naturfriedhof",13.512008884902414,48.65736055000001,"Tannöd, Naturfriedhof",16062
7070,"Unterkatzendorf, Abzw",13.495189,48.6562215,"Unterkatzendorf, Abzw",PUKA
4812,Witzingerreut,13.516549,48.6769615,Witzingerreut,4812
4816,"Denkhof, Auto Schanzer",13.5342285,48.7077005,"Denkhof, Auto Schanzer",PADA
4596,Anetzbergerhof,13.5692355,48.657733500000006,Anetzbergerhof,4596
4956,Eberhardsberg,13.544099,48.6798695,Eberhardsberg,4956
4577,"Eberhardsberg, Abzw",13.541747,48.675708,"Eberhardsberg, Abzw",4577
4595,Eitzingerreut,13.560812,48.6619885,Eitzingerreut,4595
4580,"Eitzingerreut, Abzw",13.562515,48.6709825,"Eitzingerreut, Abzw",4580
4583,Leitenmühle,13.5923075,48.6573215,Leitenmühle,4583
4578,"Manzenberg, Abzw",13.5479995,48.675336,"Manzenberg, Abzw",4578
8777,Niederkümmering,13.5765965,48.641265,Niederkümmering,8777
8082,Nottau bei Hauzenberg,13.5808445,48.648758,Nottau bei Hauzenberg,8082
8776,Oberkümmering,13.5784115,48.6552775,Oberkümmering,POKÜ
4582,"Oberkümmering, Abzw",13.579653,48.6576465,"Oberkümmering, Abzw",4582
11810,"Oberkümmering, Angerstr.",13.579432,48.6573305,"Oberkümmering, Angerstr.",POKA
8771,Perling,13.575522,48.634293,Perling,PRLG
8778,"Perling, Abzw",13.581941,48.635351,"Perling, Abzw",PPEA
4579,Raßberg,13.556791,48.6711795,Raßberg,4579
4957,"Raßberg, Abzw",13.541703,48.6759445,"Raßberg, Abzw",PARB
4600,Tiessenhäusl,13.5980925,48.655248,Tiessenhäusl,4600
4581,Wolkar,13.5747135,48.6605475,Wolkar,4581
8775,Berbing,13.596565,48.65287,Berbing,8775
4584,"Berbing, Abzw",13.600526,48.6538595,"Berbing, Abzw",PBAZ
5302,Eben bei Hauzenberg,13.6339695,48.6395795,Eben bei Hauzenberg,5302
8783,"Erlet, Abzw",13.634825,48.62784499999999,"Erlet, Abzw",8783
9765,Freudensee,13.637946,48.6614895,Freudensee,9765
1590,"Freudensee, Abzw Raßreuth",13.631786,48.6604475,"Freudensee, Abzw Raßreuth",1590
4597,Fürsetzing,13.615109,48.651743,Fürsetzing,4597
15913,Furthweiher,13.648682,48.628934,Furthweiher,15913
5454,"Hauzenberg, Abzw Bf",13.629103,48.6472215,"Hauzenberg, Abzw Bf",PHAB
9764,"Hauzenberg, Alarmzentrum",13.6294785,48.657711000000006,"Hauzenberg, Alarmzentrum",9764
5459,"Hauzenberg, Busbahnhof",13.624503,48.653429,"Hauzenberg, Busbahnhof",PHKS
4599,"Hauzenberg, Förderschule",13.631534,48.650272,"Hauzenberg, Förderschule",PHSS
4598,"Hauzenberg, Hauptschule",13.626613,48.653646,"Hauzenberg, Hauptschule",PHHS
5455,"Hauzenberg, Post",13.6243185,48.6485825,"Hauzenberg, Post",PHPO
5458,"Hauzenberg, Realschule",13.629787,48.653931,"Hauzenberg, Realschule",PHRS
16033,"Hauzenberg, Steinwelten",13.620981432122695,48.6474055,"Hauzenberg, Steinwelten",16033
16544,"Hauzenberg, Wurzenweg 3",13.6745745,48.6364839,"Hauzenberg, Wurzenweg 3",PHBW
5490,"Innerhartsberg, Abzw",13.616402,48.6199135,"Innerhartsberg, Abzw",5490
8781,"Innerhartsberg, Abzw Haag",13.6012,48.621823500000005,"Innerhartsberg, Abzw Haag",8781
5451,"Jahrdorf, Kapelle",13.642432,48.632275,"Jahrdorf, Kapelle",PJGR
5453,Mühlberg bei Hauzenberg,13.631902,48.6451685,Mühlberg bei Hauzenberg,5453
8780,Neumühle bei Hauzenberg,13.5995975,48.625847500000006,Neumühle bei Hauzenberg,8780
9996,Niederbrünst,13.624825,48.619654,Niederbrünst,9996
5491,"Niederbrünst, Abzw",13.6222375,48.6221715,"Niederbrünst, Abzw",PANB
5492,"Renfting, Abzw",13.631488999999998,48.6262115,"Renfting, Abzw",5492
4585,Steinberg,13.608008,48.65288,Steinberg,PSBG
5452,Sterlwaid,13.640775,48.6375615,Sterlwaid,PSTD
8774,Weiherreuth,13.6085775,48.645813,Weiherreuth,PWEH
9767,Kramersdorf,13.650170500000002,48.664866,Kramersdorf,9767
9768,Penzenstadl,13.6653215,48.6634665,Penzenstadl,9768
9766,Raßreuth,13.6432665,48.6671815,Raßreuth,9766
9769,Wehrberg,13.6693695,48.665265000000005,Wehrberg,9769
9771,Krinning,13.6900285,48.6662535,Krinning,9771
9991,"Krinning, Abzw Wegscheid",13.6913015,48.6659875,"Krinning, Abzw Wegscheid",9991
9773,Oberneureuth,13.698562,48.674167,Oberneureuth,9773
9772,Roßau,13.694143,48.6715285,Roßau,9772
9770,Sickling,13.6766245,48.6666035,Sickling,PSIC
5888,Karlhäuser,13.743653,48.639263,Karlhäuser,5888
6328,Möslberg,13.731789,48.6387235,Möslberg,6328
5851,"Sperlbrunn, Hazoth",13.752042,48.652891,"Sperlbrunn, Hazoth",PHZT
5884,"Sperlbrunn, Reischlhof",13.7504345,48.66089,"Sperlbrunn, Reischlhof",PSPE
5887,"Sperlbrunn, Steindlberg",13.7547515,48.64642,"Sperlbrunn, Steindlberg",5887
5658,Stüblhäuser,13.755504,48.6707275,Stüblhäuser,PSHR
11736,"Stüblhäuser, Anw. Stadler",13.758342,48.668948,"Stüblhäuser, Anw. Stadler",PSTÜ
5417,Geigerkreuz,13.78937,48.6393905,Geigerkreuz,PGGK
5418,"Mühldemmelberg, Abzw",13.7884895,48.6425405,"Mühldemmelberg, Abzw",5418
5419,Simmelkurve,13.7842745,48.6503115,Simmelkurve,5419
5420,Thalberg,13.788029,48.658244,Thalberg,PTHA
12433,Pleinting,13.1290644,48.6592429,Pleinting,12433
4428,"Pleinting, Bayernwerk",13.1096445,48.662479000000005,"Pleinting, Bayernwerk",PPBY
4511,Hacklsdorf,13.211092333333331,48.629817,Hacklsdorf,4511
