,day sin,day cos,year sin,year cos,datetime,0x16cb02173ebf3059efdc97fd1819f14a2,0x1c9d08cd16fce04790ef900695861e786,0x1612e4cbe3b1b85c3dbcaeaa504ee8424,0x20158d36236a640cf0524dba149459169,0xc305005dcb1ed6128d816954c5ab9e7e,0xed7bfe627d07d57c704bfcd76b05b2c4,0x16f67b7666163486f78fdeee3fa79e760,0x1d9947dd524e62a35601ba411b128407e,0x12235f06eab722f9b25a97a7adcbf44ec,0x13a6d6005b67c299ced4374f17cba0e7b,0x1506e734dfc92653f622e19432e441239,0x162b92a4fb02c9c886992689d17bbadc0,0xe10ba24fa6b35ed8520f7e78c07f930b,0xf0caac31215c6cca3582bc21f486f134,0x89ba32a1eb432357ffef537afec4fa9b,0x15aae59ce42141f26f08f05b819d69fc0,0x15278387260c46df3f6a9cb25ae93db95,0xfdbbc49a2f598a936af20a9fbf60f2b0,0xbdb10c115e5316d8ff2e9fd8242fb654,0x186b089e085e96ca5addb5930164bb446,0x15e569a098b780a0aaf18773ebbf56882,0xe95ff9f59f25e5b745cf668292b7ebec,0x10e911ba4858d6bab37fbbf021e47f360,0x1b8ef214e8b4e03dfbb519b0f125945b1,0x1f0499790d4ecad409d51ae36ebe2a94d,0x141f97333f77cc67fdf4a8ed0b5d33a7a,0xecdafd676394bf32be2783e4773af544,0xbea72e0834971472afb59362d96e8c6c,0x1c6e0a657f98efb3d47c49c1734f31938,0x63125a43491c481616743367428cf917,0x11579b3b4c78da596bb3f48f6d10d513c,0x11fc4b7a356c958f56079ab5b90e73bfa,0xf8ebf21ca7a1eb69998aa13802beee42,0x1b2bb27f3729c833c6a95c938b81a8084,0xdd400200c7562dc0599f58cbe1a3fc65,0xf489afd0657a6582750a3c1b8bcd2e70,0x9a91576391f4d587c16911026c3dc5b1,0xe9a1a3a6e5759bd8d2722e4e5a0918e0,0x1f65bc4e02de242f562b86b01e025fc96,0x1cffbe319966893e86075780b08638fd0,0x189b3148799f04eea9a1336e67be3c27e,0x1ba31715353e9c2c7bdb56699053573d2,0x1990c5eee990661603fa04a2a26fb3ecc,0x1ab831b8bec4e61eaead27aa85ebb9fb5,0xc49551cc778e34ae322885adc4e90fdb,0x107f941ffda63a5d3a76418f5ee64f49c,0xbed8c33ce7ec7b2558ac0daad2a1af5e,0x190f95d157384d46dc53faa423100e1db,0x1b50e799f7da3f3154ac1b586f0820876,0x1e9b57ac240b395cc6e8e99f05a438cec,0x15fbe11397f3325c9fed42c7091d234a2,0xddc2494a8bb2bf6f73ec4b05b77e000d,0x51e7d40167b5c573a27432783b6ff5f6,0xf2a8bc3a1df011c0609a561b6473b4b3,0xb0d49f0fd521ac41c5a32ffee761cc95,0x10c46fc86e6789c7e4480b90ccc9d04f3,0x12342fbadc0ca9418f2d540bb3cb8364a,0x16d1816bc5d185c47de080d4c6a64bc9a,0x14f480f24c435af1b8574c1c6bab38a1c,0x1c7fc724d0a4f89ed1de8a0a4b302db22,0x187454451b5ef5c6ad7377c21d9adbfe2
10,0.707106781180801,0.7071067811922941,0.12245519264363092,-0.9924740428820349,2018-06-25 05:00:00,39.3335,1.465,3.6245,40.915,16.163,10.645,3.2019999999999995,21.9735,29.8275,10.032,2.705,0.5659999999999998,7.986999999999999,33.107,10.337,7.528,17.483,16.566499999999998,26.491,12.522,5.4285,2.007,0.4789999999999998,1.802,0.321,3.094,0.7510000000000001,1.4209999999999998,2.318,13.097,2.818,1.912,3.635,1.423,1.415,2.3229999999999995,7.0375,7.134,4.539000000000001,0.448,1.7995,2.349,3.3675,1.816,6.101999999999999,0.591,0.429,0.8019999999999998,3.046,0.08,0.95,0.104,3.55,1.236,1.3899999999999997,2.844,0.456,1.37,3.153,1.116,2.221
11,0.7933533402891106,0.6087614290114893,0.12209949083449576,-0.9925178660044145,2018-06-25 05:30:00,35.677499999999995,2.163,3.6895,37.905,15.627,12.787,4.621,21.85,29.9065,8.331999999999999,3.319,0.3909999999999998,6.923999999999999,38.408,11.965,7.959,15.434,15.806499999999998,28.618,11.231,5.4865,2.821,0.447,1.7659999999999998,0.1519999999999999,3.4079999999999995,1.174,2.172,1.632,13.904,0.911,3.361,3.334,1.283,0.9199999999999998,2.437,6.964499999999999,6.638999999999999,2.99,0.5129999999999999,2.7419999999999995,2.672,3.2335,3.602,4.651,0.503,0.373,1.735,2.139,0.401,0.5359999999999999,0.7969999999999999,2.995,1.982,0.921,1.2589999999999997,1.822,1.22,3.6325,1.8095,1.366
12,0.8660254037850122,0.4999999999990065,0.12174377334238393,-0.9925615616435881,2018-06-25 06:00:00,36.7205,1.5869999999999995,4.600999999999999,45.536,20.48,10.115,4.066,20.674,35.226499999999994,8.674999999999999,1.5979999999999996,0.2719999999999998,10.195999999999998,34.977,11.543,8.113999999999999,12.678,15.502999999999998,31.398,12.9865,6.011,2.727,0.6729999999999998,1.6549999999999998,1.958,1.493,1.0710000000000002,1.931,1.62,14.8565,2.138,2.9609999999999994,2.4839999999999995,1.474,1.1609999999999998,2.9609999999999994,5.542,6.694999999999999,4.075,0.5869999999999997,1.572,2.6129999999999995,2.624,3.245,9.153,1.591,0.8079999999999999,0.6159999999999998,5.654,0.087,1.239,0.07,2.358,2.371,0.7169999999999999,2.1059999999999994,0.455,1.291,2.671,0.7,2.475
13,0.9238795325079315,0.3826834323731901,0.12138804021298527,-0.9926051297939431,2018-06-25 06:30:00,41.145,2.312,6.7055,50.418,24.853,9.246999999999998,6.018,23.16,44.6065,12.125,3.715,0.415,13.258,45.692,14.572,7.829999999999999,16.512999999999998,19.6595,38.42,12.3915,7.789,1.92,1.2619999999999998,4.942,0.4869999999999999,5.005999999999999,0.9329999999999998,2.156,2.395,18.3065,1.6009999999999998,4.957,3.755,1.394,3.879,2.409,6.5345,7.412,5.019,0.6809999999999999,2.1145,3.586,2.591,2.938,9.47,0.2939999999999999,0.703,2.6750000000000003,2.916,0.333,0.6329999999999997,0.0779999999999998,3.312,3.768,1.523,2.0009999999999994,0.447,1.52,4.501,0.9699999999999996,2.573
14,0.9659258262879992,0.25881904510651066,0.12103229149199168,-0.9926485704498836,2018-06-25 07:00:00,51.3575,2.449,5.055,57.865,26.457,14.592,6.132,31.054,43.934,11.378,5.182,0.417,15.012,44.633,11.872,9.467,21.775,19.1655,43.349,14.5735,9.92,2.297,1.956,2.274,0.37,2.486,4.164,2.293,3.295,16.9635,2.543,4.124,4.220999999999999,2.209,3.157,2.538,8.427999999999999,14.247,4.291,0.7999999999999999,4.242999999999999,4.053999999999999,3.5689999999999995,3.977,9.848,0.396,1.388,0.98,5.0215,0.375,0.657,0.165,3.384,3.341,0.859,3.404,1.4529999999999998,1.948,4.816999999999999,1.0775,2.648
15,0.9914448613738766,0.13052619221954956,0.12067652722509702,-0.9926918836058298,2018-06-25 07:30:00,31.1475,1.5539999999999996,5.525,43.898,17.16,10.29,3.205,23.089,32.535,9.505999999999998,2.08,0.643,8.697,34.323,13.164999999999996,9.698,15.248,12.9765,30.91,11.069499999999998,6.0505,3.836,0.337,2.199,0.146,1.86,0.929,1.815,2.053,12.0915,2.587,2.158,3.131,1.576,1.7529999999999997,2.58,7.041499999999999,5.278,2.312,0.5949999999999999,1.6244999999999998,2.082,3.8805,2.438,6.053,0.597,0.603,0.8719999999999999,5.3245000000000005,0.0819999999999999,1.229,1.185,1.4779999999999998,2.867,0.5959999999999999,2.22,0.669,1.66,3.8725,1.177,2.256
16,1.0,9.40852418332811e-12,0.12032074745799716,-0.9927350692562185,2018-06-25 08:00:00,33.8925,1.502,3.1979999999999995,51.545,18.538,7.906999999999999,5.464999999999999,22.2385,33.94,8.254999999999999,2.091,0.5820000000000001,9.14,37.451,12.053,6.439,14.621999999999998,13.866499999999998,31.502,9.783,7.122999999999999,3.906,0.77,2.2869999999999995,0.5820000000000001,1.886,0.913,1.935,1.7929999999999997,12.1025,0.768,2.184,2.564,1.037,1.778,2.157,5.683,10.784,3.691,0.4889999999999999,2.2655,4.128,3.9555,3.807,4.786,1.06,0.74,0.904,2.185,0.143,0.6389999999999998,0.193,1.5059999999999998,1.942,0.8599999999999999,3.1539999999999995,0.563,1.944,3.4385,0.6839999999999999,1.6979999999999995
17,0.9914448613744332,-0.1305261922153209,0.11996495223638996,-0.9927781273955025,2018-06-25 08:30:00,35.2455,1.736,3.463,39.535,17.898,7.875,4.775,23.5965,33.945,8.652,2.266,0.234,9.237,38.3975,11.6265,6.624,15.522,14.6915,31.561,10.6475,7.335,1.7519999999999998,1.127,1.941,0.207,2.327,0.6699999999999999,1.58,2.047,11.6675,1.2989999999999997,3.494,2.449,1.815,1.084,2.6939999999999995,9.8745,7.468,2.713,0.513,2.2095,2.2949999999999995,3.087,3.163,5.412999999999999,0.626,0.68,1.7659999999999996,4.366,0.228,0.5339999999999999,0.13,1.937,2.9,1.116,1.917,0.554,1.3499999999999996,3.04,0.894,2.32
18,0.9659258262891031,-0.2588190451023909,0.11960914160597529,-0.9928210580181515,2018-06-25 09:00:00,37.268,1.697,5.632,44.768,18.775,10.667,3.97,20.4425,31.586,7.988999999999999,1.91,0.7629999999999998,8.327,32.378,8.8165,9.828,14.820999999999998,14.393,30.866,10.4195,5.669,2.235,0.426,2.3859999999999992,0.2539999999999999,3.511,0.5209999999999999,2.153,1.371,10.088,1.134,2.874,2.9639999999999995,2.979,1.121,1.964,5.9145,9.457,2.305,0.4069999999999999,1.5509999999999995,2.707,3.487,3.225,5.125,0.62,0.808,0.946,2.232,0.111,0.69,0.282,2.021,2.761,0.938,2.434,0.358,1.541,2.2145,1.0465,1.1639999999999997
19,0.9238795325151324,-0.3826834323558054,0.11925331561245495,-0.9928638611186511,2018-06-25 09:30:00,42.0735,1.7599999999999998,3.259,39.807,19.254,6.619,3.145,16.818499999999997,33.2455,8.6,2.777,0.298,8.075,34.4345,13.624,6.611,11.765,18.628,31.111,10.2945,5.0485,1.301,0.5929999999999997,2.207,0.1899999999999999,1.846,0.6489999999999998,2.981,1.856,11.24,1.953,3.712,3.144,0.903,1.3329999999999995,2.147,7.140499999999999,5.246999999999999,1.326,0.537,1.7739999999999998,2.65,3.183,3.53,5.579,0.37,0.6950000000000001,0.862,2.533999999999999,0.204,1.1709999999999998,0.1059999999999999,3.931,1.854,0.702,3.213,0.252,1.645,2.346,0.8404999999999999,2.74
20,0.8660254037871449,-0.4999999999953128,0.1188974743014763,-0.9929065366915104,2018-06-25 10:00:00,46.123,2.777,3.664,49.118,20.039,8.888,4.447,21.7905,36.053,11.411,2.126,0.2949999999999998,15.639,40.433,14.672999999999998,9.214,15.964,15.466999999999995,36.884,12.8255,7.468,2.012,0.307,2.881,0.8119999999999999,2.022,1.091,1.6949999999999996,3.649,14.385,2.1,2.7910000000000004,2.73,1.556,1.868,3.376,5.2645,12.697,3.813,0.7419999999999999,1.966,3.091,4.1265,2.3269999999999995,4.988999999999999,0.727,0.7569999999999999,0.8509999999999999,2.749,0.1109999999999998,0.614,0.065,1.924,2.9,0.771,2.5579999999999994,0.216,1.5519999999999998,2.576,0.9205,2.708
21,0.7933533402917071,-0.6087614290081056,0.11854161771885802,-0.9929490847312344,2018-06-25 10:30:00,44.025,4.184,4.1275,57.516,24.843,11.487,4.18,30.418,39.343,13.316999999999998,2.083,0.424,13.050999999999998,43.387,15.504,8.565,19.268,19.7205,39.223,14.54,6.409999999999999,2.651,0.3729999999999999,2.028,0.2569999999999999,1.979,0.8219999999999998,2.112,2.405,16.211,1.297,2.661,3.97,0.982,2.434,3.199,6.4405,12.276,2.541,0.823,2.0425,3.09,3.696,3.819,7.043,0.426,1.345,1.745,2.837,0.071,0.718,0.0639999999999998,2.726,3.955,0.93,3.325,0.6990000000000001,1.681,8.59,1.178,2.397
22,0.7071067811941066,-0.7071067811789884,0.11818574591025137,-0.9929915052323648,2018-06-25 11:00:00,36.39149999999999,1.951,4.5015,41.166,16.012999999999998,10.936,3.672,18.6475,28.1225,8.965,1.6869999999999994,0.396,10.867,40.4135,9.284999999999998,6.939,17.288999999999998,14.65,32.102999999999994,9.847499999999998,6.0595,2.94,0.5179999999999998,2.02,0.143,2.685,1.182,1.814,1.626,13.3125,1.588,2.981,2.337,1.082,2.061,2.256,6.185,6.592999999999999,3.0,0.42,2.172,3.292,4.2825,2.925,5.799999999999999,0.4989999999999999,0.619,0.9599999999999996,2.111,0.077,0.923,0.136,2.588,2.823,1.557,2.417,0.498,1.0069999999999997,3.983,1.259,2.131
23,0.6087614290135229,-0.7933533402875502,0.11782985892136603,-0.9930337981894528,2018-06-25 11:30:00,36.425,1.0989999999999998,3.993999999999999,45.32299999999999,17.435999999999996,10.148,5.319,21.741,31.6865,8.107,2.126,0.4239999999999999,10.688999999999998,38.964,9.390999999999998,5.831999999999999,15.687,14.847499999999998,26.886,10.491,7.8835,2.603,0.361,2.691,0.37,2.322,0.674,1.5949999999999998,2.029,12.8235,1.162,1.982,2.664,0.753,1.1729999999999998,2.413,5.4235,7.627,1.969,0.4219999999999999,1.7919999999999996,2.07,3.7795,1.892,6.073,0.7769999999999999,0.6579999999999999,1.249,2.1175,0.7999999999999999,0.751,0.076,1.6429999999999998,1.5319999999999998,0.7369999999999999,2.761,0.4189999999999999,1.155,2.518,0.6759999999999999,2.744
24,0.5000000000012265,-0.8660254037837306,0.11747395679791367,-0.9930759635970664,2018-06-25 12:00:00,31.9665,2.279,2.621,38.133,17.945999999999998,8.259,3.158,17.662499999999998,31.339,7.915999999999999,2.08,0.5739999999999998,10.405,38.114,10.497,6.441999999999999,14.114999999999998,14.310999999999998,31.325,10.6545,5.903,4.151,0.52,2.139,0.188,1.245,0.5659999999999998,4.654,2.336,9.4835,0.965,3.272,2.463,1.428,1.4699999999999998,1.965,5.9475,7.103999999999999,1.312,0.4799999999999998,2.0175,2.001,3.357,2.607,5.111,0.7949999999999999,0.3539999999999998,0.956,2.703,0.8160000000000001,0.5869999999999997,0.052,1.31,2.0939999999999994,1.87,2.2999999999999994,0.4089999999999999,1.075,3.3035,0.8140000000000001,1.238
25,0.3826834323755583,-0.9238795325069505,0.11711803958560785,-0.9931180014497895,2018-06-25 12:30:00,34.9225,1.6729999999999996,2.7715,40.577,16.633999999999997,8.545,5.411,19.836,28.664,8.641,2.129,0.5329999999999999,9.233,39.5545,9.819,6.292,16.648,14.693499999999998,27.091,11.4655,5.919499999999999,2.244,0.782,1.789,0.433,2.51,0.5609999999999999,1.6219999999999997,2.262,12.7135,1.972,1.948,3.617,0.834,1.46,2.51,6.502,6.856,1.632,0.477,1.7325,2.25,3.52,1.885,5.172,0.798,0.6249999999999997,1.008,3.2415,1.131,0.587,1.799,2.317,3.098,1.077,2.3679999999999994,0.382,1.301,2.484,0.71,2.1
26,0.2588190451089867,-0.9659258262873357,0.11676210733016407,-0.9931599117422225,2018-06-25 13:00:00,39.0335,1.822,3.699,44.5,17.56,8.414,3.003,23.241,31.4785,8.135,2.271,0.2869999999999999,7.896,35.778,10.541,6.031,15.217,13.079,31.984,11.5675,5.8145,3.383,1.221,2.224,1.438,1.463,0.54,2.627,2.362,12.9165,1.02,3.321,2.4689999999999994,1.664,2.4,2.586,6.074999999999999,7.834,1.571,0.475,1.632,2.912,3.1265,2.876,5.868,0.8049999999999999,0.623,1.064,3.8735,0.504,1.097,0.0409999999999999,1.49,1.725,1.247,1.791,0.7659999999999999,1.709,2.7,0.742,2.257
27,0.13052619222209097,-0.9914448613735419,0.1164061600772998,-0.9932016944689825,2018-06-25 13:30:00,43.6595,2.951,4.855,43.872,22.54,8.386999999999999,5.622,21.0795,34.884,10.108,2.15,0.9659999999999996,10.055,41.9115,11.65,9.338,16.206,17.0565,37.023,12.749,5.8575,4.102,0.5459999999999998,1.876,0.218,1.95,0.5559999999999999,1.707,2.973,13.1985,1.94,5.491,3.778,2.083,1.7859999999999998,2.14,7.627,9.242,1.907,0.91,1.979,3.743,4.2265,2.8719999999999994,6.709,0.8310000000000001,0.5549999999999999,1.041,3.2415,0.691,1.0619999999999998,1.225,7.252,2.908,1.0630000000000002,2.866,1.0339999999999998,2.695,3.0445,1.2345,3.014
28,1.1971868334922628e-11,-1.0,0.1160501978727344,-0.9932433496247026,2018-06-25 14:00:00,45.1315,2.305,7.513,54.423,24.837,10.045,5.51,24.907,37.653,9.15,2.493,0.3059999999999999,12.514,43.4395,13.415,9.493,19.7,18.3025,37.425,16.4645,8.54,4.146,1.297,1.7619999999999996,0.236,2.241,0.8959999999999999,2.685,2.793,12.7125,2.492,4.195,3.465,1.513,1.4089999999999998,2.5659999999999994,5.684,9.609,2.089,1.341,3.157,2.798,4.372,2.661,9.015,0.835,1.5679999999999998,0.96,2.586,1.06,1.335,0.077,1.99,3.649,0.967,2.774,0.706,1.957,4.109,1.8515,1.6049999999999998
